dep;semaine_glissante;pop;P;T
971;2020-06-09-2020-06-15;376879;5;1118
971;2020-06-10-2020-06-16;376879;6;1198
971;2020-06-11-2020-06-17;376879;5;1210
971;2020-06-12-2020-06-18;376879;6;1242
971;2020-06-13-2020-06-19;376879;6;1223
971;2020-06-14-2020-06-20;376879;8;1221
971;2020-06-15-2020-06-21;376879;8;1215
971;2020-06-16-2020-06-22;376879;8;1301
971;2020-06-17-2020-06-23;376879;8;1268
971;2020-06-18-2020-06-24;376879;8;1324
971;2020-06-19-2020-06-25;376879;10;1388
971;2020-06-20-2020-06-26;376879;7;1424
971;2020-06-21-2020-06-27;376879;5;1393
971;2020-06-22-2020-06-28;376879;5;1400
971;2020-06-23-2020-06-29;376879;4;1399
971;2020-06-24-2020-06-30;376879;5;1511
971;2020-06-25-2020-07-01;376879;8;1641
971;2020-06-26-2020-07-02;376879;6;1759
971;2020-06-27-2020-07-03;376879;7;1780
971;2020-06-28-2020-07-04;376879;7;1780
971;2020-06-29-2020-07-05;376879;7;1780
971;2020-06-30-2020-07-06;376879;8;1896
971;2020-07-01-2020-07-07;376879;7;1990
971;2020-07-02-2020-07-08;376879;4;2099
971;2020-07-03-2020-07-09;376879;4;2149
971;2020-07-04-2020-07-10;376879;4;2366
971;2020-07-05-2020-07-11;376879;6;2439
971;2020-07-06-2020-07-12;376879;8;2444
971;2020-07-07-2020-07-13;376879;9;2582
971;2020-07-08-2020-07-14;376879;8;2147
971;2020-07-09-2020-07-15;376879;10;2188
971;2020-07-10-2020-07-16;376879;10;2227
971;2020-07-11-2020-07-17;376879;13;2222
971;2020-07-12-2020-07-18;376879;12;2230
971;2020-07-13-2020-07-19;376879;10;2229
971;2020-07-14-2020-07-20;376879;8;2131
971;2020-07-15-2020-07-21;376879;9;2392
971;2020-07-16-2020-07-22;376879;8;2136
971;2020-07-17-2020-07-23;376879;12;1983
971;2020-07-18-2020-07-24;376879;14;1756
971;2020-07-19-2020-07-25;376879;14;1748
971;2020-07-20-2020-07-26;376879;14;1781
971;2020-07-21-2020-07-27;376879;40;1867
971;2020-07-22-2020-07-28;376879;60;2210
971;2020-07-23-2020-07-29;376879;61;2549
971;2020-07-24-2020-07-30;376879;58;2900
971;2020-07-25-2020-07-31;376879;55;2956
971;2020-07-26-2020-08-01;376879;58;3007
971;2020-07-27-2020-08-02;376879;59;3028
971;2020-07-28-2020-08-03;376879;41;3242
971;2020-07-29-2020-08-04;376879;24;3162
971;2020-07-30-2020-08-05;376879;25;3119
971;2020-07-31-2020-08-06;376879;41;2887
971;2020-08-01-2020-08-07;376879;44;3033
971;2020-08-02-2020-08-08;376879;47;3119
971;2020-08-03-2020-08-09;376879;51;3144
971;2020-08-04-2020-08-10;376879;63;3285
971;2020-08-05-2020-08-11;376879;97;3286
971;2020-08-06-2020-08-12;376879;117;3518
971;2020-08-07-2020-08-13;376879;152;4241
971;2020-08-08-2020-08-14;376879;172;4546
971;2020-08-09-2020-08-15;376879;175;4496
971;2020-08-10-2020-08-16;376879;179;4487
971;2020-08-11-2020-08-17;376879;236;4851
971;2020-08-12-2020-08-18;376879;270;5424
971;2020-08-13-2020-08-19;376879;315;5869
971;2020-08-14-2020-08-20;376879;335;5969
971;2020-08-15-2020-08-21;376879;334;5943
971;2020-08-16-2020-08-22;376879;331;6115
971;2020-08-17-2020-08-23;376879;334;6207
971;2020-08-18-2020-08-24;376879;409;6527
971;2020-08-19-2020-08-25;376879;481;6542
971;2020-08-20-2020-08-26;376879;548;6756
971;2020-08-21-2020-08-27;376879;614;6824
971;2020-08-22-2020-08-28;376879;634;6987
971;2020-08-23-2020-08-29;376879;646;6959
971;2020-08-24-2020-08-30;376879;654;6886
971;2020-08-25-2020-08-31;376879;732;6392
971;2020-08-26-2020-09-01;376879;756;6176
971;2020-08-27-2020-09-02;376879;813;5723
971;2020-08-28-2020-09-03;376879;828;5672
971;2020-08-29-2020-09-04;376879;880;5488
971;2020-08-30-2020-09-05;376879;882;5348
971;2020-08-31-2020-09-06;376879;879;5304
971;2020-09-01-2020-09-07;376879;851;5277
971;2020-09-02-2020-09-08;376879;907;5248
971;2020-09-03-2020-09-09;376879;896;5401
971;2020-09-04-2020-09-10;376879;945;5337
971;2020-09-05-2020-09-11;376879;924;5249
971;2020-09-06-2020-09-12;376879;953;5252
971;2020-09-07-2020-09-13;376879;964;5261
971;2020-09-08-2020-09-14;376879;1016;5463
971;2020-09-09-2020-09-15;376879;1025;5620
971;2020-09-10-2020-09-16;376879;1080;5673
971;2020-09-11-2020-09-17;376879;1105;5657
971;2020-09-12-2020-09-18;376879;1142;5687
971;2020-09-13-2020-09-19;376879;1120;5646
971;2020-09-14-2020-09-20;376879;1134;5707
971;2020-09-15-2020-09-21;376879;1179;5607
971;2020-09-16-2020-09-22;376879;1190;5621
971;2020-09-17-2020-09-23;376879;1128;5444
971;2020-09-18-2020-09-24;376879;1092;5496
971;2020-09-19-2020-09-25;376879;1088;5481
971;2020-09-20-2020-09-26;376879;1091;5497
971;2020-09-21-2020-09-27;376879;1071;5462
971;2020-09-22-2020-09-28;376879;991;5304
971;2020-09-23-2020-09-29;376879;904;5120
971;2020-09-24-2020-09-30;376879;891;5118
971;2020-09-25-2020-10-01;376879;849;4819
971;2020-09-26-2020-10-02;376879;807;4716
971;2020-09-27-2020-10-03;376879;803;4695
971;2020-09-28-2020-10-04;376879;808;4694
971;2020-09-29-2020-10-05;376879;722;4441
971;2020-09-30-2020-10-06;376879;687;4167
971;2020-10-01-2020-10-07;376879;611;3903
971;2020-10-02-2020-10-08;376879;595;3795
971;2020-10-03-2020-10-09;376879;599;3825
971;2020-10-04-2020-10-10;376879;605;3842
971;2020-10-05-2020-10-11;376879;593;3819
971;2020-10-06-2020-10-12;376879;556;3696
971;2020-10-07-2020-10-13;376879;525;3676
971;2020-10-08-2020-10-14;376879;505;3613
971;2020-10-09-2020-10-15;376879;452;3548
971;2020-10-10-2020-10-16;376879;419;3441
971;2020-10-11-2020-10-17;376879;401;3413
971;2020-10-12-2020-10-18;376879;396;3432
971;2020-10-13-2020-10-19;376879;372;3390
971;2020-10-14-2020-10-20;376879;332;3206
971;2020-10-15-2020-10-21;376879;314;3137
971;2020-10-16-2020-10-22;376879;282;3019
971;2020-10-17-2020-10-23;376879;275;3111
971;2020-10-18-2020-10-24;376879;272;3091
971;2020-10-19-2020-10-25;376879;274;3110
971;2020-10-20-2020-10-26;376879;266;3073
971;2020-10-21-2020-10-27;376879;267;3171
971;2020-10-22-2020-10-28;376879;269;3234
971;2020-10-23-2020-10-29;376879;275;3537
971;2020-10-24-2020-10-30;376879;301;3737
971;2020-10-25-2020-10-31;376879;300;3790
971;2020-10-26-2020-11-01;376879;293;3721
971;2020-10-27-2020-11-02;376879;241;3234
971;2020-10-28-2020-11-03;376879;252;3264
971;2020-10-29-2020-11-04;376879;238;3251
971;2020-10-30-2020-11-05;376879;222;2924
971;2020-10-31-2020-11-06;376879;194;2581
971;2020-11-01-2020-11-07;376879;192;2483
971;2020-11-02-2020-11-08;376879;193;2491
971;2020-11-03-2020-11-09;376879;213;2844
971;2020-11-04-2020-11-10;376879;186;2609
971;2020-11-05-2020-11-11;376879;159;2211
971;2020-11-06-2020-11-12;376879;148;2214
971;2020-11-07-2020-11-13;376879;135;2169
971;2020-11-08-2020-11-14;376879;136;2168
971;2020-11-09-2020-11-15;376879;131;2142
971;2020-11-10-2020-11-16;376879;123;2034
971;2020-11-11-2020-11-17;376879;105;2017
971;2020-11-12-2020-11-18;376879;112;2188
971;2020-11-13-2020-11-19;376879;107;2151
971;2020-11-14-2020-11-20;376879;106;2171
971;2020-11-15-2020-11-21;376879;103;2166
971;2020-11-16-2020-11-22;376879;110;2171
971;2020-11-17-2020-11-23;376879;99;2254
971;2020-11-18-2020-11-24;376879;96;2222
971;2020-11-19-2020-11-25;376879;89;2177
971;2020-11-20-2020-11-26;376879;81;2174
971;2020-11-21-2020-11-27;376879;81;2185
971;2020-11-22-2020-11-28;376879;80;2216
971;2020-11-23-2020-11-29;376879;73;2218
971;2020-11-24-2020-11-30;376879;72;2125
971;2020-11-25-2020-12-01;376879;74;2140
971;2020-11-26-2020-12-02;376879;73;2217
971;2020-11-27-2020-12-03;376879;61;2145
971;2020-11-28-2020-12-04;376879;49;2129
971;2020-11-29-2020-12-05;376879;44;2151
971;2020-11-30-2020-12-06;376879;49;2174
971;2020-12-01-2020-12-07;376879;48;2221
971;2020-12-02-2020-12-08;376879;41;2234
971;2020-12-03-2020-12-09;376879;40;2223
971;2020-12-04-2020-12-10;376879;43;2231
971;2020-12-05-2020-12-11;376879;49;2247
971;2020-12-06-2020-12-12;376879;50;2247
971;2020-12-07-2020-12-13;376879;47;2215
971;2020-12-08-2020-12-14;376879;47;2223
971;2020-12-09-2020-12-15;376879;49;2460
971;2020-12-10-2020-12-16;376879;52;2584
971;2020-12-11-2020-12-17;376879;64;2794
971;2020-12-12-2020-12-18;376879;67;2939
971;2020-12-13-2020-12-19;376879;74;3026
971;2020-12-14-2020-12-20;376879;73;3070
971;2020-12-15-2020-12-21;376879;73;3157
971;2020-12-16-2020-12-22;376879;72;2948
971;2020-12-17-2020-12-23;376879;79;2923
971;2020-12-18-2020-12-24;376879;81;2801
971;2020-12-19-2020-12-25;376879;72;2409
971;2020-12-20-2020-12-26;376879;67;2476
971;2020-12-21-2020-12-27;376879;70;2500
971;2020-12-22-2020-12-28;376879;76;2635
971;2020-12-23-2020-12-29;376879;81;2801
971;2020-12-24-2020-12-30;376879;86;3323
971;2020-12-25-2020-12-31;376879;83;4232
971;2020-12-26-2021-01-01;376879;84;4303
971;2020-12-27-2021-01-02;376879;105;4987
971;2020-12-28-2021-01-03;376879;102;5054
971;2020-12-29-2021-01-04;376879;105;5245
971;2020-12-30-2021-01-05;376879;111;5277
971;2020-12-31-2021-01-06;376879;110;4859
971;2021-01-01-2021-01-07;376879;116;4115
971;2021-01-02-2021-01-08;376879;133;4605
971;2021-01-03-2021-01-09;376879;120;3875
971;2021-01-04-2021-01-10;376879;120;3775
971;2021-01-05-2021-01-11;376879;122;3397
971;2021-01-06-2021-01-12;376879;123;3316
971;2021-01-07-2021-01-13;376879;124;3259
971;2021-01-08-2021-01-14;376879;114;3270
971;2021-01-09-2021-01-15;376879;103;3196
971;2021-01-10-2021-01-16;376879;102;3220
971;2021-01-11-2021-01-17;376879;101;3218
971;2021-01-12-2021-01-18;376879;107;3335
971;2021-01-13-2021-01-19;376879;102;3389
971;2021-01-14-2021-01-20;376879;101;3477
971;2021-01-15-2021-01-21;376879;103;3501
971;2021-01-16-2021-01-22;376879;116;3655
971;2021-01-17-2021-01-23;376879;116;3645
971;2021-01-18-2021-01-24;376879;118;3648
971;2021-01-19-2021-01-25;376879;118;3754
971;2021-01-20-2021-01-26;376879;115;3884
971;2021-01-21-2021-01-27;376879;107;4033
971;2021-01-22-2021-01-28;376879;113;4218
971;2021-01-23-2021-01-29;376879;111;4249
971;2021-01-24-2021-01-30;376879;114;4248
971;2021-01-25-2021-01-31;376879;117;4238
971;2021-01-26-2021-02-01;376879;117;4295
971;2021-01-27-2021-02-02;376879;125;4363
971;2021-01-28-2021-02-03;376879;141;4233
971;2021-01-29-2021-02-04;376879;146;4113
971;2021-01-30-2021-02-05;376879;149;4114
971;2021-01-31-2021-02-06;376879;142;4052
971;2021-02-01-2021-02-07;376879;139;4053
971;2021-02-02-2021-02-08;376879;143;3963
971;2021-02-03-2021-02-09;376879;161;3924
971;2021-02-04-2021-02-10;376879;158;3965
971;2021-02-05-2021-02-11;376879;170;3881
971;2021-02-06-2021-02-12;376879;186;3696
971;2021-02-07-2021-02-13;376879;185;3733
971;2021-02-08-2021-02-14;376879;192;3739
971;2021-02-09-2021-02-15;376879;205;3594
971;2021-02-10-2021-02-16;376879;173;3127
971;2021-02-11-2021-02-17;376879;158;2690
971;2021-02-12-2021-02-18;376879;179;2824
971;2021-02-13-2021-02-19;376879;206;2985
971;2021-02-14-2021-02-20;376879;224;3064
971;2021-02-15-2021-02-21;376879;218;3065
971;2021-02-16-2021-02-22;376879;271;3358
971;2021-02-17-2021-02-23;376879;330;3818
971;2021-02-18-2021-02-24;376879;369;4232
971;2021-02-19-2021-02-25;376879;379;4237
971;2021-02-20-2021-02-26;376879;399;4453
971;2021-02-21-2021-02-27;376879;404;4475
971;2021-02-22-2021-02-28;376879;415;4506
971;2021-02-23-2021-03-01;376879;435;4588
971;2021-02-24-2021-03-02;376879;459;4751
971;2021-02-25-2021-03-03;376879;469;4930
971;2021-02-26-2021-03-04;376879;462;5114
971;2021-02-27-2021-03-05;376879;437;5091
971;2021-02-28-2021-03-06;376879;426;5108
971;2021-03-01-2021-03-07;376879;425;5074
971;2021-03-02-2021-03-08;376879;378;4934
971;2021-03-03-2021-03-09;376879;346;4868
971;2021-03-04-2021-03-10;376879;327;4874
971;2021-03-05-2021-03-11;376879;295;4446
971;2021-03-06-2021-03-12;376879;309;4548
971;2021-03-07-2021-03-13;376879;316;4531
971;2021-03-08-2021-03-14;376879;315;4525
971;2021-03-09-2021-03-15;376879;356;4449
971;2021-03-10-2021-03-16;376879;378;4494
971;2021-03-11-2021-03-17;376879;393;4329
971;2021-03-12-2021-03-18;376879;427;4627
971;2021-03-13-2021-03-19;376879;428;4535
971;2021-03-14-2021-03-20;376879;429;4619
971;2021-03-15-2021-03-21;376879;429;4640
971;2021-03-16-2021-03-22;376879;385;4618
971;2021-03-17-2021-03-23;376879;377;4643
971;2021-03-18-2021-03-24;376879;392;4755
971;2021-03-19-2021-03-25;376879;385;4897
971;2021-03-20-2021-03-26;376879;384;4872
971;2021-03-21-2021-03-27;376879;384;4889
971;2021-03-22-2021-03-28;376879;382;4870
971;2021-03-23-2021-03-29;376879;390;4897
971;2021-03-24-2021-03-30;376879;411;4807
971;2021-03-25-2021-03-31;376879;427;4801
971;2021-03-26-2021-04-01;376879;455;4803
971;2021-03-27-2021-04-02;376879;404;4248
971;2021-03-28-2021-04-03;376879;429;4364
971;2021-03-29-2021-04-04;376879;439;4418
971;2021-03-30-2021-04-05;376879;401;3639
971;2021-03-31-2021-04-06;376879;423;3959
971;2021-04-01-2021-04-07;376879;458;4115
971;2021-04-02-2021-04-08;376879;531;4375
971;2021-04-03-2021-04-09;376879;635;5360
971;2021-04-04-2021-04-10;376879;643;5283
971;2021-04-05-2021-04-11;376879;658;5304
971;2021-04-06-2021-04-12;376879;794;6316
971;2021-04-07-2021-04-13;376879;826;6380
971;2021-04-08-2021-04-14;376879;861;6651
971;2021-04-09-2021-04-15;376879;845;6847
971;2021-04-10-2021-04-16;376879;854;7064
971;2021-04-11-2021-04-17;376879;876;7269
971;2021-04-12-2021-04-18;376879;860;7265
971;2021-04-13-2021-04-19;376879;871;7568
971;2021-04-14-2021-04-20;376879;897;7747
971;2021-04-15-2021-04-21;376879;903;7977
971;2021-04-16-2021-04-22;376879;919;7956
971;2021-04-17-2021-04-23;376879;907;8072
971;2021-04-18-2021-04-24;376879;876;8025
971;2021-04-19-2021-04-25;376879;888;8064
971;2021-04-20-2021-04-26;376879;876;8139
971;2021-04-21-2021-04-27;376879;871;8188
971;2021-04-22-2021-04-28;376879;869;7966
971;2021-04-23-2021-04-29;376879;852;8148
971;2021-04-24-2021-04-30;376879;844;8091
971;2021-04-25-2021-05-01;376879;817;7798
971;2021-04-26-2021-05-02;376879;805;7819
971;2021-04-27-2021-05-03;376879;810;7904
971;2021-04-28-2021-05-04;376879;776;7820
971;2021-04-29-2021-05-05;376879;711;7837
971;2021-04-30-2021-05-06;376879;679;7681
971;2021-05-01-2021-05-07;376879;666;7574
971;2021-05-02-2021-05-08;376879;665;7610
971;2021-05-03-2021-05-09;376879;663;7570
971;2021-05-04-2021-05-10;376879;622;7255
971;2021-05-05-2021-05-11;376879;591;6994
971;2021-05-06-2021-05-12;376879;579;6778
972;2020-05-13-2020-05-19;358749;11;835
972;2020-05-14-2020-05-20;358749;11;967
972;2020-05-15-2020-05-21;358749;7;753
972;2020-05-16-2020-05-22;358749;7;608
972;2020-05-17-2020-05-23;358749;6;640
972;2020-05-18-2020-05-24;358749;6;633
972;2020-05-19-2020-05-25;358749;5;650
972;2020-05-20-2020-05-26;358749;6;693
972;2020-05-21-2020-05-27;358749;2;671
972;2020-05-22-2020-05-28;358749;4;789
972;2020-05-23-2020-05-29;358749;5;982
972;2020-05-24-2020-05-30;358749;5;968
972;2020-05-25-2020-05-31;358749;5;971
972;2020-05-26-2020-06-01;358749;4;758
972;2020-05-27-2020-06-02;358749;4;709
972;2020-05-28-2020-06-03;358749;5;714
972;2020-05-29-2020-06-04;358749;6;763
972;2020-05-30-2020-06-05;358749;9;812
972;2020-05-31-2020-06-06;358749;9;829
972;2020-06-01-2020-06-07;358749;9;827
972;2020-06-02-2020-06-08;358749;12;1092
972;2020-06-03-2020-06-09;358749;15;1169
972;2020-06-04-2020-06-10;358749;15;1175
972;2020-06-05-2020-06-11;358749;14;1202
972;2020-06-06-2020-06-12;358749;11;1231
972;2020-06-07-2020-06-13;358749;16;1283
972;2020-06-08-2020-06-14;358749;17;1285
972;2020-06-09-2020-06-15;358749;16;1320
972;2020-06-10-2020-06-16;358749;13;1332
972;2020-06-11-2020-06-17;358749;13;1382
972;2020-06-12-2020-06-18;358749;13;1402
972;2020-06-13-2020-06-19;358749;14;1411
972;2020-06-14-2020-06-20;358749;9;1395
972;2020-06-15-2020-06-21;358749;8;1392
972;2020-06-16-2020-06-22;358749;8;1374
972;2020-06-17-2020-06-23;358749;9;1445
972;2020-06-18-2020-06-24;358749;9;1533
972;2020-06-19-2020-06-25;358749;10;1571
972;2020-06-20-2020-06-26;358749;10;1613
972;2020-06-21-2020-06-27;358749;10;1651
972;2020-06-22-2020-06-28;358749;10;1660
972;2020-06-23-2020-06-29;358749;9;1734
972;2020-06-24-2020-06-30;358749;9;1740
972;2020-06-25-2020-07-01;358749;9;1662
972;2020-06-26-2020-07-02;358749;7;1709
972;2020-06-27-2020-07-03;358749;6;1660
972;2020-06-28-2020-07-04;358749;7;1713
972;2020-06-29-2020-07-05;358749;7;1711
972;2020-06-30-2020-07-06;358749;9;1636
972;2020-07-01-2020-07-07;358749;7;1665
972;2020-07-02-2020-07-08;358749;6;1789
972;2020-07-03-2020-07-09;358749;6;1903
972;2020-07-04-2020-07-10;358749;6;2099
972;2020-07-05-2020-07-11;358749;5;2129
972;2020-07-06-2020-07-12;358749;5;2124
972;2020-07-07-2020-07-13;358749;5;2440
972;2020-07-08-2020-07-14;358749;5;2124
972;2020-07-09-2020-07-15;358749;8;2293
972;2020-07-10-2020-07-16;358749;9;2381
972;2020-07-11-2020-07-17;358749;8;2398
972;2020-07-12-2020-07-18;358749;8;2384
972;2020-07-13-2020-07-19;358749;8;2397
972;2020-07-14-2020-07-20;358749;7;2139
972;2020-07-15-2020-07-21;358749;8;2481
972;2020-07-16-2020-07-22;358749;7;2242
972;2020-07-17-2020-07-23;358749;5;2069
972;2020-07-18-2020-07-24;358749;7;1866
972;2020-07-19-2020-07-25;358749;7;1838
972;2020-07-20-2020-07-26;358749;8;1859
972;2020-07-21-2020-07-27;358749;7;1883
972;2020-07-22-2020-07-28;358749;8;1908
972;2020-07-23-2020-07-29;358749;8;2003
972;2020-07-24-2020-07-30;358749;12;2068
972;2020-07-25-2020-07-31;358749;19;2129
972;2020-07-26-2020-08-01;358749;19;2124
972;2020-07-27-2020-08-02;358749;18;2130
972;2020-07-28-2020-08-03;358749;28;2305
972;2020-07-29-2020-08-04;358749;54;2374
972;2020-07-30-2020-08-05;358749;62;2482
972;2020-07-31-2020-08-06;358749;67;2681
972;2020-08-01-2020-08-07;358749;64;2984
972;2020-08-02-2020-08-08;358749;68;3177
972;2020-08-03-2020-08-09;358749;69;3177
972;2020-08-04-2020-08-10;358749;78;3507
972;2020-08-05-2020-08-11;358749;80;3792
972;2020-08-06-2020-08-12;358749;90;4145
972;2020-08-07-2020-08-13;358749;105;4498
972;2020-08-08-2020-08-14;358749;128;4872
972;2020-08-09-2020-08-15;358749;124;4623
972;2020-08-10-2020-08-16;358749;125;4660
972;2020-08-11-2020-08-17;358749;157;4824
972;2020-08-12-2020-08-18;358749;158;5083
972;2020-08-13-2020-08-19;358749;157;5279
972;2020-08-14-2020-08-20;358749;162;5520
972;2020-08-15-2020-08-21;358749;168;5668
972;2020-08-16-2020-08-22;358749;177;6107
972;2020-08-17-2020-08-23;358749;175;6088
972;2020-08-18-2020-08-24;358749;148;6110
972;2020-08-19-2020-08-25;358749;141;6069
972;2020-08-20-2020-08-26;358749;152;5890
972;2020-08-21-2020-08-27;358749;139;5814
972;2020-08-22-2020-08-28;358749;133;5695
972;2020-08-23-2020-08-29;358749;132;5460
972;2020-08-24-2020-08-30;358749;132;5447
972;2020-08-25-2020-08-31;358749;157;5234
972;2020-08-26-2020-09-01;358749;163;5083
972;2020-08-27-2020-09-02;358749;175;5049
972;2020-08-28-2020-09-03;358749;200;4937
972;2020-08-29-2020-09-04;358749;216;4765
972;2020-08-30-2020-09-05;358749;216;4685
972;2020-08-31-2020-09-06;358749;216;4651
972;2020-09-01-2020-09-07;358749;195;4538
972;2020-09-02-2020-09-08;358749;191;4414
972;2020-09-03-2020-09-09;358749;182;4349
972;2020-09-04-2020-09-10;358749;183;4407
972;2020-09-05-2020-09-11;358749;179;4540
972;2020-09-06-2020-09-12;358749;181;4588
972;2020-09-07-2020-09-13;358749;181;4565
972;2020-09-08-2020-09-14;358749;191;4690
972;2020-09-09-2020-09-15;358749;201;4997
972;2020-09-10-2020-09-16;358749;194;5088
972;2020-09-11-2020-09-17;358749;187;5050
972;2020-09-12-2020-09-18;358749;185;4828
972;2020-09-13-2020-09-19;358749;183;4792
972;2020-09-14-2020-09-20;358749;184;4816
972;2020-09-15-2020-09-21;358749;186;4684
972;2020-09-16-2020-09-22;358749;197;4362
972;2020-09-17-2020-09-23;358749;217;4237
972;2020-09-18-2020-09-24;358749;235;4259
972;2020-09-19-2020-09-25;358749;265;4330
972;2020-09-20-2020-09-26;358749;274;4332
972;2020-09-21-2020-09-27;358749;273;4342
972;2020-09-22-2020-09-28;358749;292;4352
972;2020-09-23-2020-09-29;358749;317;4433
972;2020-09-24-2020-09-30;358749;351;4525
972;2020-09-25-2020-10-01;358749;345;4447
972;2020-09-26-2020-10-02;358749;325;4272
972;2020-09-27-2020-10-03;358749;326;4278
972;2020-09-28-2020-10-04;358749;329;4257
972;2020-09-29-2020-10-05;358749;350;4288
972;2020-09-30-2020-10-06;358749;360;4211
972;2020-10-01-2020-10-07;358749;357;4216
972;2020-10-02-2020-10-08;358749;404;4242
972;2020-10-03-2020-10-09;358749;456;4466
972;2020-10-04-2020-10-10;358749;479;4525
972;2020-10-05-2020-10-11;358749;482;4533
972;2020-10-06-2020-10-12;358749;503;4485
972;2020-10-07-2020-10-13;358749;528;4606
972;2020-10-08-2020-10-14;358749;549;4536
972;2020-10-09-2020-10-15;358749;552;4600
972;2020-10-10-2020-10-16;358749;583;4843
972;2020-10-11-2020-10-17;358749;565;4860
972;2020-10-12-2020-10-18;358749;565;4848
972;2020-10-13-2020-10-19;358749;610;5084
972;2020-10-14-2020-10-20;358749;641;5184
972;2020-10-15-2020-10-21;358749;686;5551
972;2020-10-16-2020-10-22;358749;752;5882
972;2020-10-17-2020-10-23;358749;772;5965
972;2020-10-18-2020-10-24;358749;784;5964
972;2020-10-19-2020-10-25;358749;788;5991
972;2020-10-20-2020-10-26;358749;783;6018
972;2020-10-21-2020-10-27;358749;790;6171
972;2020-10-22-2020-10-28;358749;789;6159
972;2020-10-23-2020-10-29;358749;759;6174
972;2020-10-24-2020-10-30;358749;751;6232
972;2020-10-25-2020-10-31;358749;754;6364
972;2020-10-26-2020-11-01;358749;752;6357
972;2020-10-27-2020-11-02;358749;624;5477
972;2020-10-28-2020-11-03;358749;608;5561
972;2020-10-29-2020-11-04;358749;592;5569
972;2020-10-30-2020-11-05;358749;570;5350
972;2020-10-31-2020-11-06;358749;553;5268
972;2020-11-01-2020-11-07;358749;545;5140
972;2020-11-02-2020-11-08;358749;540;5111
972;2020-11-03-2020-11-09;358749;645;6013
972;2020-11-04-2020-11-10;358749;611;5730
972;2020-11-05-2020-11-11;358749;491;4691
972;2020-11-06-2020-11-12;358749;456;4514
972;2020-11-07-2020-11-13;358749;397;4164
972;2020-11-08-2020-11-14;358749;379;4115
972;2020-11-09-2020-11-15;358749;380;4109
972;2020-11-10-2020-11-16;358749;308;3753
972;2020-11-11-2020-11-17;358749;269;3497
972;2020-11-12-2020-11-18;358749;292;3879
972;2020-11-13-2020-11-19;358749;259;3582
972;2020-11-14-2020-11-20;358749;220;3355
972;2020-11-15-2020-11-21;358749;230;3367
972;2020-11-16-2020-11-22;358749;228;3366
972;2020-11-17-2020-11-23;358749;206;3254
972;2020-11-18-2020-11-24;358749;176;3174
972;2020-11-19-2020-11-25;358749;164;3126
972;2020-11-20-2020-11-26;358749;142;3059
972;2020-11-21-2020-11-27;358749;127;3074
972;2020-11-22-2020-11-28;358749;107;3049
972;2020-11-23-2020-11-29;358749;105;3033
972;2020-11-24-2020-11-30;358749;101;2928
972;2020-11-25-2020-12-01;358749;82;2784
972;2020-11-26-2020-12-02;358749;74;2795
972;2020-11-27-2020-12-03;358749;60;2647
972;2020-11-28-2020-12-04;358749;58;2576
972;2020-11-29-2020-12-05;358749;57;2554
972;2020-11-30-2020-12-06;358749;59;2566
972;2020-12-01-2020-12-07;358749;54;2554
972;2020-12-02-2020-12-08;358749;63;2610
972;2020-12-03-2020-12-09;358749;60;2651
972;2020-12-04-2020-12-10;358749;61;2735
972;2020-12-05-2020-12-11;358749;66;2765
972;2020-12-06-2020-12-12;358749;68;2792
972;2020-12-07-2020-12-13;358749;66;2796
972;2020-12-08-2020-12-14;358749;68;2899
972;2020-12-09-2020-12-15;358749;64;2905
972;2020-12-10-2020-12-16;358749;81;3045
972;2020-12-11-2020-12-17;358749;87;3208
972;2020-12-12-2020-12-18;358749;91;3414
972;2020-12-13-2020-12-19;358749;94;3559
972;2020-12-14-2020-12-20;358749;96;3593
972;2020-12-15-2020-12-21;358749;91;3628
972;2020-12-16-2020-12-22;358749;89;3582
972;2020-12-17-2020-12-23;358749;77;3436
972;2020-12-18-2020-12-24;358749;67;3239
972;2020-12-19-2020-12-25;358749;46;2525
972;2020-12-20-2020-12-26;358749;45;2574
972;2020-12-21-2020-12-27;358749;43;2594
972;2020-12-22-2020-12-28;358749;46;2664
972;2020-12-23-2020-12-29;358749;46;2862
972;2020-12-24-2020-12-30;358749;57;3333
972;2020-12-25-2020-12-31;358749;78;4209
972;2020-12-26-2021-01-01;358749;79;4350
972;2020-12-27-2021-01-02;358749;86;5107
972;2020-12-28-2021-01-03;358749;89;5166
972;2020-12-29-2021-01-04;358749;94;5373
972;2020-12-30-2021-01-05;358749;97;5389
972;2020-12-31-2021-01-06;358749;83;5117
972;2021-01-01-2021-01-07;358749;79;4539
972;2021-01-02-2021-01-08;358749;87;5298
972;2021-01-03-2021-01-09;358749;81;4492
972;2021-01-04-2021-01-10;358749;78;4380
972;2021-01-05-2021-01-11;358749;75;4048
972;2021-01-06-2021-01-12;358749;77;3934
972;2021-01-07-2021-01-13;358749;81;3836
972;2021-01-08-2021-01-14;358749;67;3651
972;2021-01-09-2021-01-15;358749;73;3393
972;2021-01-10-2021-01-16;358749;72;3384
972;2021-01-11-2021-01-17;358749;73;3399
972;2021-01-12-2021-01-18;358749;73;3427
972;2021-01-13-2021-01-19;358749;70;3457
972;2021-01-14-2021-01-20;358749;76;3420
972;2021-01-15-2021-01-21;358749;75;3457
972;2021-01-16-2021-01-22;358749;76;3504
972;2021-01-17-2021-01-23;358749;75;3506
